companyName,company_starRating,job_title,employee_residence,listing_jobDesc,salary,requested_url,company_location,company_size
FREE SAS,3.9,Développeur IOS - H/F,Paris,"Swift / Swiftui / Objective-c / Nodejs / Uikit
Mobile Developer, Administrateur de données / CDI / Environ 45k€ / 0 - 2 ans / Paris
Le poste
Vous avez envie de rejoindre une équipe produit au sein d’un groupe qui a su garder son agilité, son enthousiasme et son esprit start-up ? Envie de travailler dans une structure légère en lien direct avec les fondateurs de Free et que vos actions aient un impact ? Ce poste est fait pour vous ;) Au sein du département Web & Mobile Systems, nous recherchons un(e) Développeur(se) iOS Swift.
Les responsabilités
Mettre en place de nouveaux projets en partant de zéro avec la possibilité de faire de nombreux choix techniques.
Assurer toutes les étapes du développement (conception, développement, test/qualité, déploiement).
Contribuer à l’architecture du produit, aux revues de code, et à la qualité et stabilité du produit dans son ensemble.
Participer à l'évolution des interfaces de nos applications iOS.
Développer des fonctionnalités à grandes valeurs.
Pourquoi venir chez nous?
Un Groupe en croissance, animé par une vision entrepreneuriale forte, c’est un Groupe qui fait grandir ses collaborateurs. Rejoindre ILIAD c’est la promesse de travailler sur des projets dont vous serez fiers, et d’évoluer en compétences comme en responsabilités. La révolution des télécoms est lancée ! En ferez-vous partie ? Pour en savoir plus sur nos actualités et engagements : https://www.iliad.fr/ Swift / Swiftui / Objective-c / Nodejs / Uikit
Mobile Developer, Administrateur de données / CDI / Environ 45k€ / 0 - 2 ans / Paris
Le poste
Vous avez envie de rejoindre une équipe produit au sein d’un groupe qui a su garder son agilité, son enthousiasme et son esprit start-up ? Envie de travailler dans une structure légère en lien direct avec les fondateurs de Free et que vos actions aient un impact ? Ce poste est fait pour vous ;) Au sein du département Web & Mobile Systems, nous recherchons un(e) Développeur(se) iOS Swift.
Les responsabilités
Mettre en place de nouveaux projets en partant de zéro avec la possibilité de faire de nombreux choix techniques.
Assurer toutes les étapes du développement (conception, développement, test/qualité, déploiement).
Contribuer à l’architecture du produit, aux revues de code, et à la qualité et stabilité du produit dans son ensemble.
Participer à l'évolution des interfaces de nos applications iOS.
Développer des fonctionnalités à grandes valeurs.
Pourquoi venir chez nous?
Un Groupe en croissance, animé par une vision entrepreneuriale forte, c’est un Groupe qui fait grandir ses collaborateurs. Rejoindre ILIAD c’est la promesse de travailler sur des projets dont vous serez fiers, et d’évoluer en compétences comme en responsabilités. La révolution des télécoms est lancée ! En ferez-vous partie ? Pour en savoir plus sur nos actualités et engagements : https://www.iliad.fr/ Swift / Swiftui / Objective-c / Nodejs / Uikit
Mobile Developer, Administrateur de données / CDI / Environ 45k€ / 0 - 2 ans / Paris
Le poste
Vous avez envie de rejoindre une équipe produit au sein d’un groupe qui a su garder son agilité, son enthousiasme et son esprit start-up ? Envie de travailler dans une structure légère en lien direct avec les fondateurs de Free et que vos actions aient un impact ? Ce poste est fait pour vous ;) Au sein du département Web & Mobile Systems, nous recherchons un(e) Développeur(se) iOS Swift.
Les responsabilités
Mettre en place de nouveaux projets en partant de zéro avec la possibilité de faire de nombreux choix techniques.
Assurer toutes les étapes du développement (conception, développement, test/qualité, déploiement).
Contribuer à l’architecture du produit, aux revues de code, et à la qualité et stabilité du produit dans son ensemble.
Participer à l'évolution des interfaces de nos applications iOS.
Développer des fonctionnalités à grandes valeurs.
Pourquoi venir chez nous?
Un Groupe en croissance, animé par une vision entrepreneuriale forte, c’est un Groupe qui fait grandir ses collaborateurs. Rejoindre ILIAD c’est la promesse de travailler sur des projets dont vous serez fiers, et d’évoluer en compétences comme en responsabilités. La révolution des télécoms est lancée ! En ferez-vous partie ? Pour en savoir plus sur nos actualités et engagements : https://www.iliad.fr/ Voir plus ","Estimation de l'employeur:€45,000 ",https://www.glassdoor.fr/partner/jobListing.htm?pos=109&ao=1110586&s=58&guid=00000182b0794956a31e3c802c4c6cfb&src=GD_JOB_AD&t=SR&vt=w&cs=1_8b6cd59f&cb=1660818115212&jobListingId=1008054412765&cpc=56C4EA4A1A191A49&jrtk=3-0-1gao7iibqkf0k801-1gao7iic8g4ei800-bf39ff24c5dc14a8--6NYlbfkN0AwMULmlYjVk_Br5rNmm-MHe0EXU9eEpgTPCbIqjx6pfOuehYV5wL63MO_QrhXPkGSFq6cO4hoPqH2QGymGZy7TJk5AwvaHPGj4EXWCraVKB1P8-Gm-N4PPyjIKEtG93PacYtRCuzXTw8a3kwx5KBDGKdLhvjQjL9UkqB8Vnv1VBdst2fxWAl_zAji6E3bk38VBJzJU8oJvFNAPe0Ra20XJUJwKmhb2ul1iiadJFkZXVmNMQRJCKxiiIZ8dAJYgbx55bd8mqYdove0BOW3kSgdFywLy07DYX5yg1PN7qC_ELcBZ4U4MGEnqjXMTNn5nnK1CItq7JXGuwWaXy2aAX5rRd1LWg8DQ8exan_qEMJrUXv7Wm3ILrBzttjwJs_nTFgqvvq344Tv-ZPp--C7fgbjHDO34TEYpauIsDKPRNWtGLoiyDOZgaVOwuj3PmJ8a5dXZg01HWdNQQLDy5d5vKfA3vl-2rA-53RaUFMsVfIXutefZzRkMYDid_U5Pp2GJTtGlCSvRMVvNkfi6MO6Gl_7lgu8BSbbwb0uGb8OqsNJ29YBIxSyIYUqiwj8pdc13OX5TCPiu8KacxhqpzbQgvun4bbcKUBKr-MV-Liq1wEthIOZZ0u4CGiT5lShTSXf0RzO0UaTQwD-gh0V4imyp7jRPncwa6vD3mjpKwTUp5DSrgMbr3v00Ou-VguY6pSS7x_Y0-SuHd8S3RLNg4v3ywDGR,"Paris, France",De 1 001 à 5 000 employés
Axiv it Group,NA,LEAD DEVELOPER NODEJS (F/H),Boulogne-Billancourt,"Votre mission : Passionné(e) par le ""Génie Logiciel"" vous souhaitez développer vos talents au sein d’un groupe de services numériques dynamique et côtoyer des projets novateurs.Vos 80 futurs collègues exercent leurs activités en France (RP, RH, PACA), mais aussi en Australie et au Cambodge et vous invitent à partager avec eux une expérience très enrichissante aussi bien sur le plan technologique qu’humain dans un environnement stimulant, international et en très forte croissance.En tant qu'expert en développement logiciel, vous justifiez de compétences et expériences confirmées en :Algorithmie,Programmation Back-End en NodeJs (avec ses principaux plugins et librairies),Programmation Front-End (la maitrise du framework VueJs sera un plus apprécié)Architecture WebServices / API,Système de base de données (MySQL, MS SQL, ...)Méthodologie AgileMaîtrise des concepts de l'intégration continue,Tests unitairesAu sein de notre Software Factory, vous participerez également à la définition des architectures techniques des applications de nos clients dans des environnements très variés (Web, Mobile, eCommerce, Open Source, API, ...).Rattaché au CTO du groupe, vous saurez vous immerger dans notre projet de transformation des équipes vers une culture DevOps tout en contribuant à l'agilité de nos process et la fiabilité de nos livrables.Votre mission au sein de l'entreprise vous conduira également à :Accompagner nos clients et consultants dans la compréhension des besoinsRédiger des US, spécifications ou document d'architectureRéfléchir sur les environnements de développement du futur (cloud-based IDE, ...)Définir les bonnes pratiques à mettre en œuvre au sein de la Factory dans un contexte internationalParticiper à la mise en place des processus CI/CD basé sur GitLabDévelopper une politique de ""Testing"" (unitaire, fonctionnel, performance et sécurité)Votre profilDe formation ingénieur ou équivalent, vous possédez de fortes compétences techniques de programmation et justifiez aptitudes managériales vous permettant d'encadrer des développeurs juniors.Vous savez faire preuve d’autonomie et force de propositions sur les choix techniques à effectuer en collaboration avec nos clients et nos chefs de projets et vos qualités humaines, votre sens de l’initiative sont autant d’atouts pour mener à bien vos missions.Vous justifiez d’une expérience réussie de plusieurs années en matière de développement Web/mobile et d’architecture d’applications dans l’univers NodeJs.Vous disposez un bon niveau d’anglais vous permettant d’être opérationnel avec vos collègues anglophones situées à l'étranger.Type d'emploi : Temps plein, CDIStatut : CadreSalaire : 50 000,00€ à 65 000,00€ par anAvantages :Épargne salarialeHoraires flexiblesParticipation au TransportTitre-restaurantTravail à domicileHoraires :Du Lundi au VendrediPériodes de travail de 8 heuresTravail en journéeRémunération supplémentaire :Heures supplémentaires majoréesMesures COVID-19:Soucieuse du bien-être de nos salariés et de nos clients, nous prenons toutes les précautions d'usage pour lutter contre la COVID-19.Question(s) de présélection:Justifiez-vous d'une expertise NodeJs d'au moins 3 ans?Justifiez-vous d'une expertise VueJs d'au moins 2 ans?Possédez-vous une expérience dans la mise en œuvre d'architecture Webservices/APIPossédez-vous une expérience dans la mise en œuvre d'un framework de tests unitaires?Formation:Bac +5 (Master / MBA) (Optionnel)Expérience:Développement logiciel: 4 ans (Exigé)Langue:Français (Exigé)Anglais (Exigé) Votre mission : Passionné(e) par le ""Génie Logiciel"" vous souhaitez développer vos talents au sein d’un groupe de services numériques dynamique et côtoyer des projets novateurs.Vos 80 futurs collègues exercent leurs activités en France (RP, RH, PACA), mais aussi en Australie et au Cambodge et vous invitent à partager avec eux une expérience très enrichissante aussi bien sur le plan technologique qu’humain dans un environnement stimulant, international et en très forte croissance.En tant qu'expert en développement logiciel, vous justifiez de compétences et expériences confirmées en :Algorithmie,Programmation Back-End en NodeJs (avec ses principaux plugins et librairies),Programmation Front-End (la maitrise du framework VueJs sera un plus apprécié)Architecture WebServices / API,Système de base de données (MySQL, MS SQL, ...)Méthodologie AgileMaîtrise des concepts de l'intégration continue,Tests unitairesAu sein de notre Software Factory, vous participerez également à la définition des architectures techniques des applications de nos clients dans des environnements très variés (Web, Mobile, eCommerce, Open Source, API, ...).Rattaché au CTO du groupe, vous saurez vous immerger dans notre projet de transformation des équipes vers une culture DevOps tout en contribuant à l'agilité de nos process et la fiabilité de nos livrables.Votre mission au sein de l'entreprise vous conduira également à :Accompagner nos clients et consultants dans la compréhension des besoinsRédiger des US, spécifications ou document d'architectureRéfléchir sur les environnements de développement du futur (cloud-based IDE, ...)Définir les bonnes pratiques à mettre en œuvre au sein de la Factory dans un contexte internationalParticiper à la mise en place des processus CI/CD basé sur GitLabDévelopper une politique de ""Testing"" (unitaire, fonctionnel, performance et sécurité)Votre profilDe formation ingénieur ou équivalent, vous possédez de fortes compétences techniques de programmation et justifiez aptitudes managériales vous permettant d'encadrer des développeurs juniors.Vous savez faire preuve d’autonomie et force de propositions sur les choix techniques à effectuer en collaboration avec nos clients et nos chefs de projets et vos qualités humaines, votre sens de l’initiative sont autant d’atouts pour mener à bien vos missions.Vous justifiez d’une expérience réussie de plusieurs années en matière de développement Web/mobile et d’architecture d’applications dans l’univers NodeJs.Vous disposez un bon niveau d’anglais vous permettant d’être opérationnel avec vos collègues anglophones situées à l'étranger.Type d'emploi : Temps plein, CDIStatut : CadreSalaire : 50 000,00€ à 65 000,00€ par anAvantages :Épargne salarialeHoraires flexiblesParticipation au TransportTitre-restaurantTravail à domicileHoraires :Du Lundi au VendrediPériodes de travail de 8 heuresTravail en journéeRémunération supplémentaire :Heures supplémentaires majoréesMesures COVID-19:Soucieuse du bien-être de nos salariés et de nos clients, nous prenons toutes les précautions d'usage pour lutter contre la COVID-19.Question(s) de présélection:Justifiez-vous d'une expertise NodeJs d'au moins 3 ans?Justifiez-vous d'une expertise VueJs d'au moins 2 ans?Possédez-vous une expérience dans la mise en œuvre d'architecture Webservices/APIPossédez-vous une expérience dans la mise en œuvre d'un framework de tests unitaires?Formation:Bac +5 (Master / MBA) (Optionnel)Expérience:Développement logiciel: 4 ans (Exigé)Langue:Français (Exigé)Anglais (Exigé) Voir plus ","Estimation de l'employeur:€50,000 - €65,000 ",https://www.glassdoor.fr/partner/jobListing.htm?pos=101&ao=1110586&s=58&guid=00000182b0794956a31e3c802c4c6cfb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7a4a8c07&cb=1660818115211&jobListingId=1008065212314&cpc=D99DB9A39DE67464&jrtk=3-0-1gao7iibqkf0k801-1gao7iic8g4ei800-b30b2dab73337c1f--6NYlbfkN0CgzKQ_aCgN_kWmZ1nkpxaal7Rjaet2A1dWKChUJMJFhuMykNp1ZdwLPar5fzqb4p7s2excUXtcvlKjKDCNSlFNsmeW2EIy_RXA_axypRPVPoDEu-LC86lqB3MkEqAT87ETNFjAO5w9xQL5-6M80poY29P16WqT3tDxW7ayM2YJ0oGUy2S8mtWounCAB83tIivdTDvJHo541AWvYCXko_s9FIpzUv2PyzOgMVTM557CkeAbiwQbHjRAfDna3PINutQijJbA-l6jCqWoeNtnDvn4eO1Vtc0jtFQ1WlYRlKON8wzAy1FYEW4h1cFs_bszr0jG3DpXuKy2R6oJqfRKNaGDOWdR6HFD-s0Yr0gKHngtY489B4GZOZubVe3_5bxA3qi59oL5ur12HpQr-T_8D43ngAOStA7YVOqqOgmqOTjAoARv1R8HsdGyY_a1eF4QtCD0A8hwb6CoA3t73zFi85kXuTWv9N0aIHoXxFdpH9-vqNdiA_NkDywiCkpFy65t4WwbfC6Chn1ySw%3D%3D,NA,NA
Mobiskill,4.8,Lead développeur Flutter - H/F,Paris,"Flutter / Dart / Rédaction de cahier des charges / User experience
Lead Developer, Mobile Developer / CDI / Environ 70k€ / 3 - 6 ans / Paris
Le poste
Suite à des travaux en modélisation et IA, le projet se concrétise et est officiellement lancé début 2022. Cette stratup très early stage a pour ambition d'optimiser le suivi des patients atteints de maladies chroniques, grâce à des algorithmes complexes et à de l'IA, permettant ainsi de traiter plus efficacement les patients en suivant en temps réel l'évolution de leur maladies. Actuellement 3 dans l'équipe, ils recherchent leur premier développeur mobile pour développer l'application from scratch. Cette application, dédiée aux patients, sera au coeur du développement de l'entreprise. Si vous avez toujours rêvé de vous lancer dans un projet à son commencement, que le fait d'avoir carte blanche vous stimule plus que ne vous effraies, que vous avez envie de travailler sur un projet qui a du sens : postulez !
Les responsabilités
Vous gérez le développement from scratch de l'application
Vous êtes force de proposition concernant le développement de nouvelles features
ous travaillez en binôme avec l'équipe produit pour garantir une expérience optimale aux utilisateurs (les patients)
Vous mettez en place les bonnes pratiques : architecture, tests unitaires, déploiement
ous rédigez le cahier des charges techniques et planifiiez les évolutions de l'application
Pourquoi venir chez nous?
- Vous faites partie des premiers employés de l'entreprise - Vous êtes le référent mobile et un impact direct sur l'évolution de la société - Un financement garanti pendant 2 ans pour travailler sur la première version du projet - Des perspectives d'évolution rapide, un 2ème recrutement mobile prévu d'ici à 2023 - Politique de full remote flexible (full remote total possible, des bureaux à Paris et Rennes) Flutter / Dart / Rédaction de cahier des charges / User experience
Lead Developer, Mobile Developer / CDI / Environ 70k€ / 3 - 6 ans / Paris
Le poste
Suite à des travaux en modélisation et IA, le projet se concrétise et est officiellement lancé début 2022. Cette stratup très early stage a pour ambition d'optimiser le suivi des patients atteints de maladies chroniques, grâce à des algorithmes complexes et à de l'IA, permettant ainsi de traiter plus efficacement les patients en suivant en temps réel l'évolution de leur maladies. Actuellement 3 dans l'équipe, ils recherchent leur premier développeur mobile pour développer l'application from scratch. Cette application, dédiée aux patients, sera au coeur du développement de l'entreprise. Si vous avez toujours rêvé de vous lancer dans un projet à son commencement, que le fait d'avoir carte blanche vous stimule plus que ne vous effraies, que vous avez envie de travailler sur un projet qui a du sens : postulez !
Les responsabilités
Vous gérez le développement from scratch de l'application
Vous êtes force de proposition concernant le développement de nouvelles features
ous travaillez en binôme avec l'équipe produit pour garantir une expérience optimale aux utilisateurs (les patients)
Vous mettez en place les bonnes pratiques : architecture, tests unitaires, déploiement
ous rédigez le cahier des charges techniques et planifiiez les évolutions de l'application
Pourquoi venir chez nous?
- Vous faites partie des premiers employés de l'entreprise - Vous êtes le référent mobile et un impact direct sur l'évolution de la société - Un financement garanti pendant 2 ans pour travailler sur la première version du projet - Des perspectives d'évolution rapide, un 2ème recrutement mobile prévu d'ici à 2023 - Politique de full remote flexible (full remote total possible, des bureaux à Paris et Rennes) Flutter / Dart / Rédaction de cahier des charges / User experience
Lead Developer, Mobile Developer / CDI / Environ 70k€ / 3 - 6 ans / Paris
Le poste
Suite à des travaux en modélisation et IA, le projet se concrétise et est officiellement lancé début 2022. Cette stratup très early stage a pour ambition d'optimiser le suivi des patients atteints de maladies chroniques, grâce à des algorithmes complexes et à de l'IA, permettant ainsi de traiter plus efficacement les patients en suivant en temps réel l'évolution de leur maladies. Actuellement 3 dans l'équipe, ils recherchent leur premier développeur mobile pour développer l'application from scratch. Cette application, dédiée aux patients, sera au coeur du développement de l'entreprise. Si vous avez toujours rêvé de vous lancer dans un projet à son commencement, que le fait d'avoir carte blanche vous stimule plus que ne vous effraies, que vous avez envie de travailler sur un projet qui a du sens : postulez !
Les responsabilités
Vous gérez le développement from scratch de l'application
Vous êtes force de proposition concernant le développement de nouvelles features
ous travaillez en binôme avec l'équipe produit pour garantir une expérience optimale aux utilisateurs (les patients)
Vous mettez en place les bonnes pratiques : architecture, tests unitaires, déploiement
ous rédigez le cahier des charges techniques et planifiiez les évolutions de l'application
Pourquoi venir chez nous?
- Vous faites partie des premiers employés de l'entreprise - Vous êtes le référent mobile et un impact direct sur l'évolution de la société - Un financement garanti pendant 2 ans pour travailler sur la première version du projet - Des perspectives d'évolution rapide, un 2ème recrutement mobile prévu d'ici à 2023 - Politique de full remote flexible (full remote total possible, des bureaux à Paris et Rennes) Voir plus ","Estimation de l'employeur:€70,000 ",https://www.glassdoor.fr/partner/jobListing.htm?pos=106&ao=1110586&s=58&guid=00000182b0794956a31e3c802c4c6cfb&src=GD_JOB_AD&t=SR&vt=w&cs=1_9ca70a71&cb=1660818115211&jobListingId=1008066063931&cpc=1120CD366D53BFD9&jrtk=3-0-1gao7iibqkf0k801-1gao7iic8g4ei800-62307116a27c2c58--6NYlbfkN0AwMULmlYjVk_Br5rNmm-MHe0EXU9eEpgTPCbIqjx6pfOuehYV5wL63yhIwJypL8MryVpSyd-yPl0XjBpOTxYxhs4FTt4N-0SDu_d0W76baHdgs_VHiER_EkY4Ro-QN1vB7q6eaXDjTZAEcXUwlQSnsorh7dfctpaPSI8DvPwnU-Txrtc2wxR1hYKxVGM_hckm1CbrmIFwQLtyjrONtr8Kbc6qd_5Wlm1mXP-SKt0kgii6Dx9XqHxCuIjSn7xTgz5oLs5pQa4JvlqxE_pHCy06p2iMAgxnIQeriFkGUjntVZigSGhBLzEVNP0GpyiJS6HJlAB-NsT95wvg5FSKyCsr3Kldne4JkvGtLlylE7IOhP0zwjescOcKSBj1OZj2TI-7YNBPnJTqcQfs9Bt0b179KAigDJUwS2IFuCMXkvU6jFE6gdLVp0X2JP1eKKkEx1u4AuChJsNBpGq9A2eXHbmV_QkGlyffx5D4T9jQRJqQ0-HKZ_HhCsc-qQw53jmUNdr8EL5Yxd7kPSOGPIEueiKj7uhJw7HWLp4aRnx2XzKCOOYG26gG12FZY500sMmYPDZZMjaSLpLvctqc1jzo5L5nP2PHY8yWopW76agchDfjy6A4C9dg1HDANaX9mQzGw9DWUeUEeW9YmaUIefXWaIh9P1dXOYBpCpGo%3D,"Paris, France",De 1 à 50 employés
FREE SAS,3.9,Développeur Full Stack - H/F,Paris,"Reactjs / Next-js / Nodejs / Html / Tailwind-css
Frontend Developer, Développeur Frontend, Backend Developer, Full Stack Developer / CDI / Environ 45k€ / 0 - 2 ans / Paris
Le poste
Chez Iliad-Free, nous sommes persuadés que la Diversité est une richesse ! Créé en 1999, le Groupe ILIAD est un acteur majeur des télécommunications en Europe. Opérateur innovant, inventeur de la 1ère box triple-play au monde, ILIAD est aujourd’hui présent en France, en Italie et en Pologne et compte 14 700 collaborateurs au service de 42,7 millions d’abonnés. Maison-mère de FREE, le groupe est aujourd’hui un opérateur intégré Fixe et Mobile Très Haut Débit qui se distingue par ses offres simples et accessible.
Les responsabilités
Assurer toutes les étapes du développement (conception, développement, test/qualité, déploiement).
Contribuer à l’architecture du produit, aux revues de code, et à la qualité et stabilité du produit dans son ensemble.
Participer à l'évolution de nos composants React.js.
Développer des fonctionnalités à grandes valeurs.
Garantir la délivrabilité des fonctionnalités.
Pourquoi venir chez nous?
Un Groupe en croissance, animé par une vision entrepreneuriale forte, c’est un Groupe qui fait grandir ses collaborateurs. Rejoindre ILIAD c’est la promesse de travailler sur des projets dont vous serez fiers, et d’évoluer en compétences comme en responsabilités. La révolution des télécoms est lancée ! En ferez-vous partie ? Pour en savoir plus sur nos actualités et engagements : https://www.iliad.fr/ Reactjs / Next-js / Nodejs / Html / Tailwind-css
Frontend Developer, Développeur Frontend, Backend Developer, Full Stack Developer / CDI / Environ 45k€ / 0 - 2 ans / Paris
Le poste
Chez Iliad-Free, nous sommes persuadés que la Diversité est une richesse ! Créé en 1999, le Groupe ILIAD est un acteur majeur des télécommunications en Europe. Opérateur innovant, inventeur de la 1ère box triple-play au monde, ILIAD est aujourd’hui présent en France, en Italie et en Pologne et compte 14 700 collaborateurs au service de 42,7 millions d’abonnés. Maison-mère de FREE, le groupe est aujourd’hui un opérateur intégré Fixe et Mobile Très Haut Débit qui se distingue par ses offres simples et accessible.
Les responsabilités
Assurer toutes les étapes du développement (conception, développement, test/qualité, déploiement).
Contribuer à l’architecture du produit, aux revues de code, et à la qualité et stabilité du produit dans son ensemble.
Participer à l'évolution de nos composants React.js.
Développer des fonctionnalités à grandes valeurs.
Garantir la délivrabilité des fonctionnalités.
Pourquoi venir chez nous?
Un Groupe en croissance, animé par une vision entrepreneuriale forte, c’est un Groupe qui fait grandir ses collaborateurs. Rejoindre ILIAD c’est la promesse de travailler sur des projets dont vous serez fiers, et d’évoluer en compétences comme en responsabilités. La révolution des télécoms est lancée ! En ferez-vous partie ? Pour en savoir plus sur nos actualités et engagements : https://www.iliad.fr/ Reactjs / Next-js / Nodejs / Html / Tailwind-css
Frontend Developer, Développeur Frontend, Backend Developer, Full Stack Developer / CDI / Environ 45k€ / 0 - 2 ans / Paris
Le poste
Chez Iliad-Free, nous sommes persuadés que la Diversité est une richesse ! Créé en 1999, le Groupe ILIAD est un acteur majeur des télécommunications en Europe. Opérateur innovant, inventeur de la 1ère box triple-play au monde, ILIAD est aujourd’hui présent en France, en Italie et en Pologne et compte 14 700 collaborateurs au service de 42,7 millions d’abonnés. Maison-mère de FREE, le groupe est aujourd’hui un opérateur intégré Fixe et Mobile Très Haut Débit qui se distingue par ses offres simples et accessible.
Les responsabilités
Assurer toutes les étapes du développement (conception, développement, test/qualité, déploiement).
Contribuer à l’architecture du produit, aux revues de code, et à la qualité et stabilité du produit dans son ensemble.
Participer à l'évolution de nos composants React.js.
Développer des fonctionnalités à grandes valeurs.
Garantir la délivrabilité des fonctionnalités.
Pourquoi venir chez nous?
Un Groupe en croissance, animé par une vision entrepreneuriale forte, c’est un Groupe qui fait grandir ses collaborateurs. Rejoindre ILIAD c’est la promesse de travailler sur des projets dont vous serez fiers, et d’évoluer en compétences comme en responsabilités. La révolution des télécoms est lancée ! En ferez-vous partie ? Pour en savoir plus sur nos actualités et engagements : https://www.iliad.fr/ Voir plus ","Estimation de l'employeur:€45,000 ",https://www.glassdoor.fr/partner/jobListing.htm?pos=110&ao=1110586&s=58&guid=00000182b0794956a31e3c802c4c6cfb&src=GD_JOB_AD&t=SR&vt=w&cs=1_f8fab7c7&cb=1660818115212&jobListingId=1008069324941&cpc=F4EED0218A761C36&jrtk=3-0-1gao7iibqkf0k801-1gao7iic8g4ei800-85e4d69c68bf16e4--6NYlbfkN0AwMULmlYjVk_Br5rNmm-MHe0EXU9eEpgTPCbIqjx6pfOuehYV5wL63MO_QrhXPkGSSYusQ49z1c5MP7KZExOIQUOnpeWKCy3v4mLXDGI-yCdT5k3iC-Ln8aYFXDh7Mx4fH_yDUd-6mTa-DStu8qv3nUVravrutYel0Dih7ZIUZnDaU-qlF4hRVk0zEaetE7sYGOYA7-r-WeIX-w1FyEFvnx7Iaa7GBYX257TvlcNXzw7mcup5UXsQXP2TcogrieTp_yuYxXUAP1VT8vp1McsHNLV6gdT64_as3X0eiIkEYCWIGWgtYEA-0IX1rID2v0tL38cqq4_8kYGHUY2kgdbg_-TOO4QrfYUlreTHIKRWTCkZZxQQBEB34KalKpwU6Rpau2a_k1zJnFFZOxIR4uluZGk43QJhcxxAqrg_Ht9_RgzXPEtJ6cyNWWFx38qU50rcPs3LdZXTpifQGqa-OJY0W4pGVIghXl1QU3u3NkKz_rumikfZCp31jVy9ZkeGNGBZBiUMrhLDht6uK7VEJgiS7ME62EmHxCs7JCffRQ_HZFzV0rg86DqP6YgnNkp4w32asIyPIfPPg-qGHNdny73LyF05rlvbSKOmB_LQ5fbs68mPGZPtJDSQqq2olvddgXArYD6dugNQrbRW9aur7ugPRhbvPUqFZ0t7QJOML0_eBiULLxB59MQorxj1MQxovZaM26AxhhqTd-psTBEkCTlP0hK_L3UOWZsA%3D,"Paris, France",De 1 001 à 5 000 employés
