companyName,company_starRating,job_title,employee_residence,listing_jobDesc,salary,requested_url,company_location,company_size
Nach,NA,DevOps,Ciudad de México,"Creadora de Apps Móviles Solicita:DevOpsRequisitos: Experiencia: Mínimo 1 año en el puestoConocimientos en: Back end, Front end, Python, AWS, iOS, Android, Java, NodeJSOfrecemos: Sueldo Según AptitudesPrestaciones de LeyPrestaciones Superiores a las de LeyCrecimiento LaboralInteresados: Favor de mandar su cv actualizado por WhatsApp al 55 43636152Tipo de puesto: Tiempo completoSalario: Hasta $38,000.00 al mesTipo de jornada:Turno de 8 horas Creadora de Apps Móviles Solicita:DevOpsRequisitos: Experiencia: Mínimo 1 año en el puestoConocimientos en: Back end, Front end, Python, AWS, iOS, Android, Java, NodeJSOfrecemos: Sueldo Según AptitudesPrestaciones de LeyPrestaciones Superiores a las de LeyCrecimiento LaboralInteresados: Favor de mandar su cv actualizado por WhatsApp al 55 43636152Tipo de puesto: Tiempo completoSalario: Hasta $38,000.00 al mesTipo de jornada:Turno de 8 horas Mostrar más ","Est. del Empleador:MX$456,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=223&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7f1b87e6&cb=1660822796870&jobListingId=1008000453299&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-6d34511909af47e9-,NA,NA
NEORIS,4.0,Developer DevOps,Ciudad de México,"Java experience nd/or experience with Object Oriented design/programmingProficient in scripting languages, Python, and build tools such as ANT or MavenExperience with CI/CD principles, technologies and practicesFamiliar with Unix/Linux Operating SystemsExperience working in an Agile or Scrum TeamExperience with enviroment configuration management and deployment tools such as Kubernetes, Jenkins & Terraform, Docker, Chef, Puppet, and vistualizationTipo de puesto: Tiempo completo, Medio tiempoSalario: A partir de $80,000.00 al mesBeneficios:Vacaciones adicionales o permisos con goce de sueldoPago complementario:Bono de asistenciaBono de productividadBono de puntualidadTipo de jornada:Turno de 10 horasTurno de 8 horas Java experience nd/or experience with Object Oriented design/programmingProficient in scripting languages, Python, and build tools such as ANT or MavenExperience with CI/CD principles, technologies and practicesFamiliar with Unix/Linux Operating SystemsExperience working in an Agile or Scrum TeamExperience with enviroment configuration management and deployment tools such as Kubernetes, Jenkins & Terraform, Docker, Chef, Puppet, and vistualizationTipo de puesto: Tiempo completo, Medio tiempoSalario: A partir de $80,000.00 al mesBeneficios:Vacaciones adicionales o permisos con goce de sueldoPago complementario:Bono de asistenciaBono de productividadBono de puntualidadTipo de jornada:Turno de 10 horasTurno de 8 horas Mostrar más ","Est. del Empleador:MX$960,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=205&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_310a176d&cb=1660822796868&jobListingId=1008020374766&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-b4489ce38cf8d5f9-,"Miami, FL",De 1001 a 5000 empleados
Engrane Digital S. de R.L. de C.V.,NA,QA Tester,,"¡FORMA PARTE DE NUESTRO EQUIPO!Ofrecemos:Trabajo 100% remotoEsquema de pago mixtoIngles no indispensableCapacitación continuaEn Engrane Digital buscamos un especialista tecnológico de QA que cuente con las siguientes características:Estudios: Carrera en el área de las tecnologías (terminada o trunca)Experiencia: mínima de 2 añosDisponibilidad: inmediata (importante)Conocimientos en alguna o varias de las siguientes tecnologías:Batería de pruebasAtención a ticketsDevOps.Net CoreSQL ServerSCRUMGitInteresados favor de adjuntar su CV respondiendo las preguntas que se les muestran a continuación...Tipo de puesto: Por obra o tiempo determinadoDuración del contrato: 6 mesesSalario: $10,000.00 - $15,000.00 al mesHorario:Turno de 8 horasPrestaciones:Días por enfermedadOpción a contrato indefinidoTrabajar desde casaPregunta(s) de postulación:¿Cuantos años tiene de experiencia como QA?¿Cual seria su disponibilidad para comenzar a trabajar?¿Cuales serian sus pretensiones salariales?Favor de indicar dos horarios en los que podamos contactarle ¡FORMA PARTE DE NUESTRO EQUIPO!Ofrecemos:Trabajo 100% remotoEsquema de pago mixtoIngles no indispensableCapacitación continuaEn Engrane Digital buscamos un especialista tecnológico de QA que cuente con las siguientes características:Estudios: Carrera en el área de las tecnologías (terminada o trunca)Experiencia: mínima de 2 añosDisponibilidad: inmediata (importante)Conocimientos en alguna o varias de las siguientes tecnologías:Batería de pruebasAtención a ticketsDevOps.Net CoreSQL ServerSCRUMGitInteresados favor de adjuntar su CV respondiendo las preguntas que se les muestran a continuación...Tipo de puesto: Por obra o tiempo determinadoDuración del contrato: 6 mesesSalario: $10,000.00 - $15,000.00 al mesHorario:Turno de 8 horasPrestaciones:Días por enfermedadOpción a contrato indefinidoTrabajar desde casaPregunta(s) de postulación:¿Cuantos años tiene de experiencia como QA?¿Cual seria su disponibilidad para comenzar a trabajar?¿Cuales serian sus pretensiones salariales?Favor de indicar dos horarios en los que podamos contactarle Mostrar más ","Est. del Empleador:MX$120,000 - MX$180,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=225&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_454e0e91&cb=1660822796870&jobListingId=1008069057173&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-df4f9cef51fc9850-,NA,NA
Tralix México,NA,Ingeniero de Mesa de Servicio 1er Nivel,Querétaro,"Con una experiencia de 20 años en el mercado mexicano Tralix es experto en soluciones de facturación electrónica, así como en el canal de correo electrónico.Tralix cuenta con más de 250,000 clientes entre empresas pymes, medianas y grandes corporativos nacionales e internacionales.Tralix te invita a ser parte del equipo como: Ingeniero de Mesa de Servicio 1er NivelBeneficios: Tralix te ofrece trabajar en un ambiente flexible y accesible.Ofertamos plan de carrera y capacitación continua, principalmente en el ámbito de Técnico convirtiéndote en un profesional de Linux ( LPIC ), Bases de datos (Mysql, PostgreSQL), Servicios Cloud (AWS, OCI), Redes Seguridad Informática entre otras especialidades.Crecimiento profesionalmente dentro de la organización para integrarte en nuestras diferentes especialidades internas como: Seguridad Informática, Redes e Infraestructura de TI, Cloud, DevOps, Mesa de Servicio 2do nivel y Arquitectura de TI.Tenemos sistema híbrido para trabajar. Capacitación continua durante tus primeros 3 meses para obtener tu certificación LPIC 1.Manejamos sistemas operativos Linux y MAC.Prestaciones superiores a las de ley como: vales de despensa, fondo de ahorro y 30 días de aguinaldo.Escolaridad: Ingeniería en Sistemas / Licenciatura en Informática / TSUExperiencia: en soporte vía ticket y atención al cliente. Manejo de Linux, bases de datos (MySQL).Conocimiento Técnico RequeridoInterpretación y analisis de datos TécnicosBases de datosShell ScriptingManejo de sistemas operativosConocimientos deseables: Conocimientos de ITILFacturación Electrónica (Anexo 20) e email marketingInstalación de Sistemas OperativosConexiones remotasServidores WEBHabilidades: Atención y seguimiento al clienteOrtografía y gramáticaBuena escritura y redacciónLectura de comprensiónComunicación efectivaProactividadAutodidactaOfertamos sueldo de $12,000 brutos en adelante dependiendo aptitudes.Tipo de puesto: Tiempo completo, Por tiempo indeterminadoSalario: $12,000.00 - $15,000.00 al mesBenefits:Vales de despensaSchedule:Turno de 8 horasConsideraciones ante el COVID-19:Uso obligatorio de cubre bocas. Con una experiencia de 20 años en el mercado mexicano Tralix es experto en soluciones de facturación electrónica, así como en el canal de correo electrónico.Tralix cuenta con más de 250,000 clientes entre empresas pymes, medianas y grandes corporativos nacionales e internacionales.Tralix te invita a ser parte del equipo como: Ingeniero de Mesa de Servicio 1er NivelBeneficios: Tralix te ofrece trabajar en un ambiente flexible y accesible.Ofertamos plan de carrera y capacitación continua, principalmente en el ámbito de Técnico convirtiéndote en un profesional de Linux ( LPIC ), Bases de datos (Mysql, PostgreSQL), Servicios Cloud (AWS, OCI), Redes Seguridad Informática entre otras especialidades.Crecimiento profesionalmente dentro de la organización para integrarte en nuestras diferentes especialidades internas como: Seguridad Informática, Redes e Infraestructura de TI, Cloud, DevOps, Mesa de Servicio 2do nivel y Arquitectura de TI.Tenemos sistema híbrido para trabajar. Capacitación continua durante tus primeros 3 meses para obtener tu certificación LPIC 1.Manejamos sistemas operativos Linux y MAC.Prestaciones superiores a las de ley como: vales de despensa, fondo de ahorro y 30 días de aguinaldo.Escolaridad: Ingeniería en Sistemas / Licenciatura en Informática / TSUExperiencia: en soporte vía ticket y atención al cliente. Manejo de Linux, bases de datos (MySQL).Conocimiento Técnico RequeridoInterpretación y analisis de datos TécnicosBases de datosShell ScriptingManejo de sistemas operativosConocimientos deseables: Conocimientos de ITILFacturación Electrónica (Anexo 20) e email marketingInstalación de Sistemas OperativosConexiones remotasServidores WEBHabilidades: Atención y seguimiento al clienteOrtografía y gramáticaBuena escritura y redacciónLectura de comprensiónComunicación efectivaProactividadAutodidactaOfertamos sueldo de $12,000 brutos en adelante dependiendo aptitudes.Tipo de puesto: Tiempo completo, Por tiempo indeterminadoSalario: $12,000.00 - $15,000.00 al mesBenefits:Vales de despensaSchedule:Turno de 8 horasConsideraciones ante el COVID-19:Uso obligatorio de cubre bocas. Mostrar más ","Est. del Empleador:MX$144,000 - MX$180,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=201&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fffce602&cb=1660822796868&jobListingId=1008030951045&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-beedb15bcf6d2df7-,NA,NA
Techgenies México,NA,DevOps w/ AWS,Ciudad de México,"TechGenies is a global software development company with more than 20 years of experience custom solutions to a wide range of industries. We operate software factories in different world locations that ensure access to great programming and information technology talent.In this occasion we are looking for a Senior AWS DevOps to work with an excellent team from different countries and cultures to work with an internal team created from the ground to develop and deploy software solutions to our clientesMust have: Senior level of experience with DevOps positions/dutiesExperience working with AWSExperience working with AzureDuties: Work directly with the DevOps team and management to test system integrityDesign and implement build, deployment, and configuration managementTest implemented designsBuild and test automation tools for infrastructure provisioningHandle code deployments in all environmentsMonitor metrics and develop ways to improveProvide technical guidance and educate team members and coworkers on development and operationsBrainstorm for new ideas and ways to improve development deliveryConsult with peers for feedback during testing stagesBuild, maintain, and monitor configuration standardsMaintain day-to-day management and administration of projectsManage CI and CD tools with teamDocument and design various processes; update existing processesImprove infrastructure development and application developmentFollow all best practices and procedures as established by the companyDevOps Requirements and QualificationsGood English communication skillsWe offer:Contrato indefinidoHome officeApoyo para Seguro de Gastos Médicos MayoresMiDocOnline9 Días de vacaciones + día de cumpleaños libreDías FeriadosContabilidad del IngresoEquipo de trabajoTipo de puesto: Tiempo completo, Por tiempo indeterminadoSalario: $75,000.00 - $85,000.00 al mesBeneficios:Programa de referidosSeguro de gastos médicos mayoresTrabajar desde casaTipo de jornada:Turno de 8 horasExperiencia:AWS: 4 años (Deseable)DevOps: 4 años (Deseable)Program management: 3 años (Deseable)Idioma:Inglés (Deseable) TechGenies is a global software development company with more than 20 years of experience custom solutions to a wide range of industries. We operate software factories in different world locations that ensure access to great programming and information technology talent.In this occasion we are looking for a Senior AWS DevOps to work with an excellent team from different countries and cultures to work with an internal team created from the ground to develop and deploy software solutions to our clientesMust have: Senior level of experience with DevOps positions/dutiesExperience working with AWSExperience working with AzureDuties: Work directly with the DevOps team and management to test system integrityDesign and implement build, deployment, and configuration managementTest implemented designsBuild and test automation tools for infrastructure provisioningHandle code deployments in all environmentsMonitor metrics and develop ways to improveProvide technical guidance and educate team members and coworkers on development and operationsBrainstorm for new ideas and ways to improve development deliveryConsult with peers for feedback during testing stagesBuild, maintain, and monitor configuration standardsMaintain day-to-day management and administration of projectsManage CI and CD tools with teamDocument and design various processes; update existing processesImprove infrastructure development and application developmentFollow all best practices and procedures as established by the companyDevOps Requirements and QualificationsGood English communication skillsWe offer:Contrato indefinidoHome officeApoyo para Seguro de Gastos Médicos MayoresMiDocOnline9 Días de vacaciones + día de cumpleaños libreDías FeriadosContabilidad del IngresoEquipo de trabajoTipo de puesto: Tiempo completo, Por tiempo indeterminadoSalario: $75,000.00 - $85,000.00 al mesBeneficios:Programa de referidosSeguro de gastos médicos mayoresTrabajar desde casaTipo de jornada:Turno de 8 horasExperiencia:AWS: 4 años (Deseable)DevOps: 4 años (Deseable)Program management: 3 años (Deseable)Idioma:Inglés (Deseable) Mostrar más ","Est. del Empleador:MX$900,000 - MX$1,020,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=210&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_07081724&cb=1660822796869&jobListingId=1008030583622&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-2733a6bb85fc0083-,"Akron, OH",No se sabe
Boz IT,NA,Tester QA Manual Remoto,México,"Boz IT empresa de software con más de 12 años de trayectoria en soluciones tecnológicas de alta calidad, desarrollamos e innovamos sistemas informáticos de alta calidad.Nuestro equipo sigue creciendo en actividades remotas, brindando libertad para trabajar donde quieras, por ello buscamos sumar especialistas en:Experiencia:- Experiencia en pruebas manuales- Metodologías ágiles- Conocimientos en APIS (WS / REST)- Base de Datos SQL, realm, core data- Seguimiento a incidencias a través de Azure DevOpsDeseables: - SoapUi- PostMan- SQL Server Managment Studio 18- Azure DevOps- SwaggerOfrecemos:- Esquema de salario mixto- Horarios flexibles- Vales de despensa $500 al mes- Trabajo vía remota 100%- Vacaciones 7 dias aumento superior anual- Aguinaldo de ley- Prima vacacional 27% con incremento anual- Seguro de gastos médicos mayores al 3er mes.Interesados postularse por este medio o enviar CV al mail de contacto para conocer más detalles.Tipo de puesto: Tiempo completoSalario: $25,000.00 - $35,000.00 al mesTipo de jornada:Turno de 8 horas Boz IT empresa de software con más de 12 años de trayectoria en soluciones tecnológicas de alta calidad, desarrollamos e innovamos sistemas informáticos de alta calidad.Nuestro equipo sigue creciendo en actividades remotas, brindando libertad para trabajar donde quieras, por ello buscamos sumar especialistas en:Experiencia:- Experiencia en pruebas manuales- Metodologías ágiles- Conocimientos en APIS (WS / REST)- Base de Datos SQL, realm, core data- Seguimiento a incidencias a través de Azure DevOpsDeseables: - SoapUi- PostMan- SQL Server Managment Studio 18- Azure DevOps- SwaggerOfrecemos:- Esquema de salario mixto- Horarios flexibles- Vales de despensa $500 al mes- Trabajo vía remota 100%- Vacaciones 7 dias aumento superior anual- Aguinaldo de ley- Prima vacacional 27% con incremento anual- Seguro de gastos médicos mayores al 3er mes.Interesados postularse por este medio o enviar CV al mail de contacto para conocer más detalles.Tipo de puesto: Tiempo completoSalario: $25,000.00 - $35,000.00 al mesTipo de jornada:Turno de 8 horas Mostrar más ","Est. del Empleador:MX$300,000 - MX$420,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=218&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f445e038&cb=1660822796870&jobListingId=1008044751490&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-090d46867a74144d-,NA,NA
SITI Group,NA,DevOPS Sr,Monterrey,"4+ years of technical infrastructure and/or systems engineering experienceMinimum of 3 years hands on experience in a cloud technology: AWS, GCP, AzureStrong working knowledge of AWS technologies including: IAM, ECS, EKS, VPC, ELB, KMS, S3, CloudFront, RDS, AWS-CLIGood Experience with Kubernetes.Hands on experience working with IaC: Terraform, Cloudformation3+ years building/maintaining CI/CD pipelines, such as Jenkins, CircleCI, Harness2+ years of experience with maintaining and buildingMicroservices Architecture in production using containersStrong understanding of networking, systems, and storage concepts, in Cloud environments (AWS and GCP preferred)Knowledge of programming languages/ scripting tools includingPython, Shell scriptsAWS Certifications highly desiredExperience with SCRUM methodologyProvide support to Digital DevOps activities, create pipeline and support build and deploy activitiesGood to have skills: Azure, GCP - Professional Cloud DevOps Engineer, DevOps, AWS - Amazon Web Services, EC2 - Elastic compute cloudTipo de puesto: Tiempo completo, Por tiempo indeterminadoSalario: $100,000.00 al mesTipo de jornada:Turno de 8 horas 4+ years of technical infrastructure and/or systems engineering experienceMinimum of 3 years hands on experience in a cloud technology: AWS, GCP, AzureStrong working knowledge of AWS technologies including: IAM, ECS, EKS, VPC, ELB, KMS, S3, CloudFront, RDS, AWS-CLIGood Experience with Kubernetes.Hands on experience working with IaC: Terraform, Cloudformation3+ years building/maintaining CI/CD pipelines, such as Jenkins, CircleCI, Harness2+ years of experience with maintaining and buildingMicroservices Architecture in production using containersStrong understanding of networking, systems, and storage concepts, in Cloud environments (AWS and GCP preferred)Knowledge of programming languages/ scripting tools includingPython, Shell scriptsAWS Certifications highly desiredExperience with SCRUM methodologyProvide support to Digital DevOps activities, create pipeline and support build and deploy activitiesGood to have skills: Azure, GCP - Professional Cloud DevOps Engineer, DevOps, AWS - Amazon Web Services, EC2 - Elastic compute cloudTipo de puesto: Tiempo completo, Por tiempo indeterminadoSalario: $100,000.00 al mesTipo de jornada:Turno de 8 horas Mostrar más ","Est. del Empleador:MX$1,200,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=221&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1a4694d2&cb=1660822796870&jobListingId=1008072208908&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-7c5ca5a6cd7e06f9-,NA,NA
Eligere Research SC,NA,Ingeniero de datos,México,"At Eligere Research, we are seeking for a Transnational Company, a data driven Engineer, passioned about data , with proven track in delivery the higher business value.What you'll need: · Bachelor’s Degree in Computer Science, Information Management, Engineering, Mathematics or related major· 5 + years of prior MS Sql Server Data Warehouse experience required· Oral and written English communication skills· Prior dimensional data modeling· 3 + years integration experience with MS SSIS, SAP BO· Experience in python offer a distinct advantage.· Desirable experience with API based data acquisition and management· Desirable knowledge in building architecture· Experience in Devops· At least 3-4 years of experience Analytics tools, Data Visualization and User Experience Design preferably in technologies including Microsoft Power BI and SAP Business Objects Business Intelligence suite (Design Studio, Web Intelligence, Dashboards).· Understanding Master Data Management/Data Governance· 1 + year familiarity with ‘Modern Data Warehouse’ architecture using cloud based storage solutions and data orchestration in Microsoft Azure (e.g. Blob storage, Azure Databricks, Azure Data Factory, etc.)Tipo de puesto: Tiempo completoSalario: $50,000.00 - $70,000.00 al mesBeneficios:Caja de ahorroDescuentos y precios preferencialesHorarios flexiblesOpción a contrato indefinidoSeguro de gastos médicosSeguro de gastos médicos mayoresSeguro dentalSeguro de vidaServicio de comedor con descuentoTrabajar desde casaVacaciones adicionales o permisos con goce de sueldoVales de despensaPago complementario:Bono anualTipo de jornada:Turno de 8 horasFecha de inicio prevista: 01/09/2022 At Eligere Research, we are seeking for a Transnational Company, a data driven Engineer, passioned about data , with proven track in delivery the higher business value.What you'll need: · Bachelor’s Degree in Computer Science, Information Management, Engineering, Mathematics or related major· 5 + years of prior MS Sql Server Data Warehouse experience required· Oral and written English communication skills· Prior dimensional data modeling· 3 + years integration experience with MS SSIS, SAP BO· Experience in python offer a distinct advantage.· Desirable experience with API based data acquisition and management· Desirable knowledge in building architecture· Experience in Devops· At least 3-4 years of experience Analytics tools, Data Visualization and User Experience Design preferably in technologies including Microsoft Power BI and SAP Business Objects Business Intelligence suite (Design Studio, Web Intelligence, Dashboards).· Understanding Master Data Management/Data Governance· 1 + year familiarity with ‘Modern Data Warehouse’ architecture using cloud based storage solutions and data orchestration in Microsoft Azure (e.g. Blob storage, Azure Databricks, Azure Data Factory, etc.)Tipo de puesto: Tiempo completoSalario: $50,000.00 - $70,000.00 al mesBeneficios:Caja de ahorroDescuentos y precios preferencialesHorarios flexiblesOpción a contrato indefinidoSeguro de gastos médicosSeguro de gastos médicos mayoresSeguro dentalSeguro de vidaServicio de comedor con descuentoTrabajar desde casaVacaciones adicionales o permisos con goce de sueldoVales de despensaPago complementario:Bono anualTipo de jornada:Turno de 8 horasFecha de inicio prevista: 01/09/2022 Mostrar más ","Est. del Empleador:MX$600,000 - MX$840,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=209&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_604dc4a9&cb=1660822796869&jobListingId=1008069921210&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-ea30867b24c55aff-,NA,NA
ito work,NA,DEVOPS,Ciudad de México,"Conocimiento Técnico· Implementación y operación de herramientas de gestión de código como Gitlab, AzureDevOps o similar· Implementación, operación y construcción de flujos de IC/CD como AzureDevOps, Jenkins, Ansible o similar· En tecnologías de desarrollo y despliegue de contenedores Docker, Kubernetes (k8s, k3s) o similares· Conocimiento en tecnologías de desarrollo de aplicaciones web .Net Core· Cocimiento en sistemas operativos Linux, así como despliegue y operación de software.· Conocimiento en herramientas DevOps como Sonarqube, AzureDevOps, Nexus o similares.· Conocimiento en plataformas de la nube como Azure, AWS o similarExperiencia (mínima 1 años) y Responsabilidades· Implementar y mantener los flujos de integración continua y despliegue continuo· Implementar y mantener las herramientas de software que soporten los flujos IC/CD asegurando su correcto funcionamiento· Trabajar con el marco de referencia ágil para identificar, crear, diseñar e integrar procesos repetitivos para la automatización de despliegue de software· Trabajar con los equipos de tecnología para identificar brechas en la automatización de tareas.· Construcción de scripts de automatización para la creación de infraestructura y despliegue de ambientes de aseguramiento de calidad y de producción· Administración de las herramientas del repositorio de control de versiones basadas en Git, GitFlowTipo de puesto: Tiempo completo, Por tiempo indeterminadoSalario: $40,000.00 - $45,000.00 al mesTipo de jornada:Turno de 8 horasConsideraciones ante el COVID-19:70% Home Office para cuidarse y usar el cubre bocas. Conocimiento Técnico· Implementación y operación de herramientas de gestión de código como Gitlab, AzureDevOps o similar· Implementación, operación y construcción de flujos de IC/CD como AzureDevOps, Jenkins, Ansible o similar· En tecnologías de desarrollo y despliegue de contenedores Docker, Kubernetes (k8s, k3s) o similares· Conocimiento en tecnologías de desarrollo de aplicaciones web .Net Core· Cocimiento en sistemas operativos Linux, así como despliegue y operación de software.· Conocimiento en herramientas DevOps como Sonarqube, AzureDevOps, Nexus o similares.· Conocimiento en plataformas de la nube como Azure, AWS o similarExperiencia (mínima 1 años) y Responsabilidades· Implementar y mantener los flujos de integración continua y despliegue continuo· Implementar y mantener las herramientas de software que soporten los flujos IC/CD asegurando su correcto funcionamiento· Trabajar con el marco de referencia ágil para identificar, crear, diseñar e integrar procesos repetitivos para la automatización de despliegue de software· Trabajar con los equipos de tecnología para identificar brechas en la automatización de tareas.· Construcción de scripts de automatización para la creación de infraestructura y despliegue de ambientes de aseguramiento de calidad y de producción· Administración de las herramientas del repositorio de control de versiones basadas en Git, GitFlowTipo de puesto: Tiempo completo, Por tiempo indeterminadoSalario: $40,000.00 - $45,000.00 al mesTipo de jornada:Turno de 8 horasConsideraciones ante el COVID-19:70% Home Office para cuidarse y usar el cubre bocas. Mostrar más ","Est. del Empleador:MX$480,000 - MX$540,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=202&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c6def04b&cb=1660822796868&jobListingId=1008045125135&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-9c25faf6c04d7a66-,NA,NA
Soma Bajio,NA,Coordinador implementaciones TI,León,"HDI Seguros Busca Coordinador ImplementacionesActividades:Integrar, organizar y gestionar el equipo de desarrollo de software y partners tecnológicos en plataformas WEB SERVICES / WEB / WIN32 y otras tecnologías emergentes o innovadoras que permitan la habilitación de programas especiales con nuestros diferentes socios comerciales, así como, apoyar a fortalecer la relación comercial con nuestros canales de venta posicionando a la compañía como una organización Humana, Digital e Innovadora.Requisitos:Ingeniería en Sistemas o Ingeniería en Tecnologías de la Información/Titulado.Experiencia en lenguajes de programación, liderando equipos de desarrollo de software y en el ramo de seguros en área de desarrollo (deseable).Experiencia indispensable en:- Organización y administración área de desarrollo de sistemas.- Solución de requermientos a través de proyectos.- Técnicas de levantamiento y estimación de tiempo en requerimientos.- Metodologías de desarrollo de software (PMI / Waterfall / Scrum).- Teoría y práctica avanzada en bases de datos.- Estándares y normas a aplicar en la construcción de software.- Comunicación entra aplicaciones: SOA/Microservicios, Servicios Web (SOAP, REST),APIs, protocolos y lenguajes de comunicación (XML, JSON).- Arquitectura de nube y plataformas de apificación.- Manejo de herramientas para gestión de código fuente (Azure DevOps) y ambientes dedesarrollo.- Paqueteria Office y MS-Project.Se ofrece:Prestaciones superioresSueldo base“Sin discriminar por edad, capacidadesdiferentes, género e identidad de género, origen étnico, religión, cosmovisión, orientaciónsexual o cualquier otro caso”Tipo de puesto: Tiempo completoSalario: $20,000.00 - $28,000.00 al mesHorario:Lunes a viernes HDI Seguros Busca Coordinador ImplementacionesActividades:Integrar, organizar y gestionar el equipo de desarrollo de software y partners tecnológicos en plataformas WEB SERVICES / WEB / WIN32 y otras tecnologías emergentes o innovadoras que permitan la habilitación de programas especiales con nuestros diferentes socios comerciales, así como, apoyar a fortalecer la relación comercial con nuestros canales de venta posicionando a la compañía como una organización Humana, Digital e Innovadora.Requisitos:Ingeniería en Sistemas o Ingeniería en Tecnologías de la Información/Titulado.Experiencia en lenguajes de programación, liderando equipos de desarrollo de software y en el ramo de seguros en área de desarrollo (deseable).Experiencia indispensable en:- Organización y administración área de desarrollo de sistemas.- Solución de requermientos a través de proyectos.- Técnicas de levantamiento y estimación de tiempo en requerimientos.- Metodologías de desarrollo de software (PMI / Waterfall / Scrum).- Teoría y práctica avanzada en bases de datos.- Estándares y normas a aplicar en la construcción de software.- Comunicación entra aplicaciones: SOA/Microservicios, Servicios Web (SOAP, REST),APIs, protocolos y lenguajes de comunicación (XML, JSON).- Arquitectura de nube y plataformas de apificación.- Manejo de herramientas para gestión de código fuente (Azure DevOps) y ambientes dedesarrollo.- Paqueteria Office y MS-Project.Se ofrece:Prestaciones superioresSueldo base“Sin discriminar por edad, capacidadesdiferentes, género e identidad de género, origen étnico, religión, cosmovisión, orientaciónsexual o cualquier otro caso”Tipo de puesto: Tiempo completoSalario: $20,000.00 - $28,000.00 al mesHorario:Lunes a viernes Mostrar más ","Est. del Empleador:MX$240,000 - MX$336,000 ",https://www.glassdoor.mx/partner/jobListing.htm?pos=206&ao=1136043&s=58&guid=00000182b0c0b813ad2e9d0e48fd26bb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fce53b06&cb=1660822796868&jobListingId=1008065841957&jrtk=3-0-1gaoc1e77kf0k801-1gaoc1e7mis1h800-a29ca01219027d77-,NA,NA
