work_year,experience_level,employment_type,job,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_summary
2022,SE,FT,Data Scientist,Data Engineer,132320,USD,132320,United States,100,United States,M,
2022,EN,FT,Data Scientist,Machine Learning Engineer,28500,GBP,37300,United Kingdom,100,United Kingdom,L,
2022,SE,FT,Data Scientist,Data Analyst,164000,USD,164000,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,155000,USD,155000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Machine Learning Engineer,95000,GBP,124333,United Kingdom,0,United Kingdom,M,
2022,MI,FT,Data Scientist,Machine Learning Engineer,75000,GBP,98158,United Kingdom,0,United Kingdom,M,
2022,MI,FT,Data Scientist,AI Scientist,120000,USD,120000,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,112900,USD,112900,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,90320,USD,90320,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analytics Manager,145000,USD,145000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analytics Manager,105400,USD,105400,United States,100,United States,M,
2022,MI,FT,Data Scientist,Machine Learning Engineer,80000,EUR,87932,France,100,France,M,
2022,MI,FT,Data Scientist,Data Engineer,90000,GBP,117789,United Kingdom,0,United Kingdom,M,
2022,SE,FT,Data Scientist,Data Scientist,215300,USD,215300,United States,100,United States,L,
2022,SE,FT,Data Scientist,Data Scientist,158200,USD,158200,United States,100,United States,L,
2022,SE,FT,Data Scientist,Data Engineer,209100,USD,209100,United States,100,United States,L,
2022,SE,FT,Data Scientist,Data Engineer,154600,USD,154600,United States,100,United States,L,
2022,SE,FT,Data Scientist,Data Analyst,115934,USD,115934,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,81666,USD,81666,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,175000,USD,175000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Engineer,75000,GBP,98158,United Kingdom,0,United Kingdom,M,
2022,MI,FT,Data Scientist,Data Analyst,58000,USD,58000,United States,0,United States,S,
2022,SE,FT,Data Scientist,Data Engineer,183600,USD,183600,United States,100,United States,L,
2022,MI,FT,Data Scientist,Data Analyst,40000,GBP,52351,United Kingdom,100,United Kingdom,M,
2022,SE,FT,Data Scientist,Data Scientist,180000,USD,180000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Scientist,55000,GBP,71982,United Kingdom,0,United Kingdom,M,
2022,MI,FT,Data Scientist,Data Scientist,35000,GBP,45807,United Kingdom,0,United Kingdom,M,
2022,MI,FT,Data Scientist,Data Engineer,60000,EUR,65949,Greece,100,Greece,M,
2022,MI,FT,Data Scientist,Data Engineer,45000,EUR,49461,Greece,100,Greece,M,
2022,MI,FT,Data Scientist,Data Engineer,60000,GBP,78526,United Kingdom,100,United Kingdom,M,
2022,MI,FT,Data Scientist,Data Engineer,45000,GBP,58894,United Kingdom,100,United Kingdom,M,
2022,SE,FT,Data Scientist,Data Scientist,260000,USD,260000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Science Engineer,60000,USD,60000,Argentina,100,Argentina,L,
2022,MI,FT,Data Scientist,Data Engineer,63900,USD,63900,United States,0,United States,M,
2022,MI,FT,Data Scientist,Machine Learning Scientist,160000,USD,160000,United States,100,United States,L,
2022,MI,FT,Data Scientist,Machine Learning Scientist,112300,USD,112300,United States,100,United States,L,
2022,MI,FT,Data Scientist,Data Science Manager,241000,USD,241000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Science Manager,159000,USD,159000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,180000,USD,180000,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,80000,USD,80000,United States,0,United States,M,
2022,MI,FT,Data Scientist,Data Engineer,82900,USD,82900,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,100800,USD,100800,United States,100,United States,L,
2022,MI,FT,Data Scientist,Data Engineer,45000,EUR,49461,Spain,100,Spain,M,
2022,SE,FT,Data Scientist,Data Scientist,140400,USD,140400,United States,0,United States,L,
2022,MI,FT,Data Scientist,Data Analyst,30000,GBP,39263,United Kingdom,100,United Kingdom,M,
2022,MI,FT,Data Scientist,Data Analyst,40000,EUR,43966,Spain,100,Spain,M,
2022,MI,FT,Data Scientist,Data Analyst,30000,EUR,32974,Spain,100,Spain,M,
2022,MI,FT,Data Scientist,Data Engineer,80000,EUR,87932,Spain,100,Spain,M,
2022,MI,FT,Data Scientist,Data Engineer,70000,EUR,76940,Spain,100,Spain,M,
2022,MI,FT,Data Scientist,Data Engineer,80000,GBP,104702,United Kingdom,100,United Kingdom,M,
2022,MI,FT,Data Scientist,Data Engineer,70000,GBP,91614,United Kingdom,100,United Kingdom,M,
2022,MI,FT,Data Scientist,Data Engineer,60000,EUR,65949,Spain,100,Spain,M,
2022,MI,FT,Data Scientist,Data Engineer,80000,EUR,87932,Greece,100,Greece,M,
2022,SE,FT,Data Scientist,Machine Learning Engineer,189650,USD,189650,United States,0,United States,M,
2022,SE,FT,Data Scientist,Machine Learning Engineer,164996,USD,164996,United States,0,United States,M,
2022,MI,FT,Data Scientist,Data Analyst,40000,EUR,43966,Greece,100,Greece,M,
2022,MI,FT,Data Scientist,Data Analyst,30000,EUR,32974,Greece,100,Greece,M,
2022,MI,FT,Data Scientist,Data Engineer,75000,GBP,98158,United Kingdom,100,United Kingdom,M,
2022,MI,FT,Data Scientist,Data Engineer,60000,GBP,78526,United Kingdom,100,United Kingdom,M,
2022,SE,FT,Data Scientist,Data Scientist,215300,USD,215300,United States,0,United States,L,
2022,MI,FT,Data Scientist,Data Engineer,70000,EUR,76940,Greece,100,Greece,M,
2022,SE,FT,Data Scientist,Data Engineer,209100,USD,209100,United States,100,United States,L,
2022,SE,FT,Data Scientist,Data Engineer,154600,USD,154600,United States,100,United States,L,
2022,SE,FT,Data Scientist,Data Engineer,180000,USD,180000,United States,100,United States,M,
2022,EN,FT,Data Scientist,ML Engineer,20000,EUR,21983,Portugal,100,Portugal,L,
2022,SE,FT,Data Scientist,Data Engineer,80000,USD,80000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Machine Learning Developer,100000,CAD,78791,Canada,100,Canada,M,
2022,EX,FT,Data Scientist,Director of Data Science,250000,CAD,196979,Canada,50,Canada,L,
2022,MI,FT,Data Scientist,Machine Learning Engineer,120000,USD,120000,United States,100,United States,S,
2022,EN,FT,,Computer Vision Engineer,125000,USD,125000,United States,0,United States,M,
2022,MI,FT,Data Scientist,NLP Engineer,240000,CNY,37236,United States,50,United States,L,
2022,SE,FT,Data Scientist,Data Engineer,105000,USD,105000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Lead Machine Learning Engineer,80000,EUR,87932,Germany,0,Germany,M,
2022,MI,FT,Data Scientist,Business Data Analyst,1400000,INR,18442,India,100,India,M,
2022,MI,FT,Data Scientist,Data Scientist,2400000,INR,31615,India,100,India,L,
2022,MI,FT,Data Scientist,Machine Learning Infrastructure Engineer,53000,EUR,58255,Portugal,50,Portugal,L,
2022,EN,FT,Data Scientist,Financial Data Analyst,100000,USD,100000,United States,50,United States,L,
2022,MI,PT,Data Scientist,Data Engineer,50000,EUR,54957,Germany,50,Germany,L,
2022,EN,FT,Data Scientist,Data Scientist,1400000,INR,18442,India,100,India,M,
2022,SE,FT,Data Scientist,Principal Data Scientist,148000,EUR,162674,Germany,100,Germany,M,
2022,EN,FT,Data Scientist,Data Engineer,120000,USD,120000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Research Scientist,144000,USD,144000,United States,50,United States,L,
2022,SE,FT,Data Scientist,Data Scientist,104890,USD,104890,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,100000,USD,100000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,140000,USD,140000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Analyst,135000,USD,135000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Analyst,50000,USD,50000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,220000,USD,220000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,140000,USD,140000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Scientist,140000,GBP,183228,United Kingdom,0,United Kingdom,M,
2022,MI,FT,Data Scientist,Data Scientist,70000,GBP,91614,United Kingdom,0,United Kingdom,M,
2022,SE,FT,Data Scientist,Data Scientist,185100,USD,185100,United States,100,United States,M,
2022,SE,FT,Data Scientist,Machine Learning Engineer,220000,USD,220000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Scientist,200000,USD,200000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Scientist,120000,USD,120000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Machine Learning Engineer,120000,USD,120000,United Arab Emirates,100,United Arab Emirates,S,
2022,SE,FT,Data Scientist,Machine Learning Engineer,65000,USD,65000,United Arab Emirates,100,United Arab Emirates,S,
2022,EX,FT,Data Scientist,Data Engineer,324000,USD,324000,United States,100,United States,M,
2022,EX,FT,Data Scientist,Data Engineer,216000,USD,216000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,210000,USD,210000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Machine Learning Engineer,120000,USD,120000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,230000,USD,230000,United States,100,United States,M,
2022,EN,PT,Data Scientist,Data Scientist,100000,USD,100000,Argel,50,Argel,M,
2022,MI,FL,Data Scientist,Data Scientist,100000,USD,100000,Canada,100,Canada,M,
2022,EN,CT,Mobile Developer,Applied Machine Learning Scientist,29000,EUR,31875,,100,,M,
2022,SE,FT,Data Scientist,Head of Data,200000,USD,200000,Malaysia,100,Malaysia,M,
2022,MI,FT,Data Scientist,Principal Data Analyst,75000,USD,75000,Canada,100,Canada,S,
2022,MI,FT,Data Scientist,Data Scientist,150000,PLN,35590,Poland,100,Poland,L,
2022,SE,FT,Data Scientist,Machine Learning Developer,100000,CAD,78791,Canada,100,Canada,M,
2022,SE,FT,Data Scientist,Data Scientist,100000,USD,100000,Brazil,100,Brazil,M,
2022,MI,FT,Data Scientist,Machine Learning Scientist,153000,USD,153000,United States,50,United States,M,
2022,EN,FT,Data Scientist,Data Engineer,52800,EUR,58035,Pakistan,100,Pakistan,M,
2022,SE,FT,Data Scientist,Data Scientist,165000,USD,165000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Research Scientist,85000,EUR,93427,France,50,France,L,
2022,EN,FT,Data Scientist,Data Scientist,66500,CAD,52396,Canada,100,Canada,L,
2022,SE,FT,Data Scientist,Machine Learning Engineer,57000,EUR,62651,Netherlands,100,Netherlands,L,
2022,MI,FT,Data Scientist,Head of Data,30000,EUR,32974,Estonia,100,Estonia,S,
2022,EN,FT,Data Scientist,Data Scientist,40000,USD,40000,Japan,100,Japan,L,
2022,MI,FT,Data Scientist,Machine Learning Engineer,121000,AUD,87425,Australia,100,Australia,L,
2022,SE,FT,Data Scientist,Data Engineer,115000,USD,115000,United States,100,United States,M,
2022,EN,FT,Data Scientist,Data Scientist,120000,AUD,86703,Australia,50,Australia,M,
2022,MI,FT,Mobile Developer,Applied Machine Learning Scientist,75000,USD,75000,,100,,L,
2022,MI,FT,Data Scientist,Research Scientist,59000,EUR,64849,Austria,0,Austria,L,
2022,EN,FT,Data Scientist,Research Scientist,120000,USD,120000,United States,100,United States,L,
2022,MI,FT,Mobile Developer,Applied Data Scientist,157000,USD,157000,United States,100,United States,L,
2022,EN,FT,,Computer Vision Software Engineer,150000,USD,150000,Australia,100,Australia,S,
2022,MI,FT,Data Scientist,Business Data Analyst,90000,CAD,70912,Canada,50,Canada,L,
2022,EN,FT,Data Scientist,Data Engineer,65000,USD,65000,United States,100,United States,S,
2022,SE,FT,Data Scientist,Machine Learning Engineer,65000,EUR,71444,Ireland,100,Ireland,S,
2022,EN,FT,Data Scientist,Data Analytics Engineer,20000,USD,20000,Pakistan,0,Pakistan,M,
2022,MI,FT,Data Scientist,Data Scientist,48000,USD,48000,Russia,100,Russia,S,
2022,SE,FT,Data Scientist,Data Science Manager,152500,USD,152500,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Engineer,62000,EUR,68147,France,100,France,M,
2022,MI,FT,Data Scientist,Data Scientist,115000,CHF,122346,Switzerland,0,Switzerland,L,
2022,SE,FT,Mobile Developer,Applied Data Scientist,380000,USD,380000,United States,100,United States,L,
2022,MI,FT,Data Scientist,Data Scientist,88000,CAD,69336,Canada,100,Canada,M,
2022,EN,FT,,Computer Vision Engineer,10000,USD,10000,Portugal,100,Portugal,M,
2022,MI,FT,Data Scientist,Data Analyst,20000,USD,20000,Greece,100,Greece,S,
2022,SE,FT,Data Scientist,Data Analytics Lead,405000,USD,405000,United States,100,United States,L,
2022,MI,FT,Data Scientist,Data Scientist,135000,USD,135000,United States,100,United States,L,
2022,SE,FT,Mobile Developer,Applied Data Scientist,177000,USD,177000,United States,100,United States,L,
2022,MI,FT,Data Scientist,Data Scientist,78000,USD,78000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,135000,USD,135000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,100000,USD,100000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,90320,USD,90320,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Analyst,85000,USD,85000,Canada,0,Canada,M,
2022,MI,FT,Data Scientist,Data Analyst,75000,USD,75000,Canada,0,Canada,M,
2022,SE,FT,Data Scientist,Machine Learning Engineer,214000,USD,214000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Machine Learning Engineer,192600,USD,192600,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Architect,266400,USD,266400,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Architect,213120,USD,213120,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,112900,USD,112900,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,155000,USD,155000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Scientist,141300,USD,141300,United States,0,United States,M,
2022,MI,FT,Data Scientist,Data Scientist,102100,USD,102100,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,115934,USD,115934,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,81666,USD,81666,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Engineer,206699,USD,206699,United States,0,United States,M,
2022,MI,FT,Data Scientist,Data Engineer,99100,USD,99100,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,130000,USD,130000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,115000,USD,115000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,110500,USD,110500,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,130000,USD,130000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,99050,USD,99050,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,160000,USD,160000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,205300,USD,205300,United States,0,United States,L,
2022,SE,FT,Data Scientist,Data Scientist,140400,USD,140400,United States,0,United States,L,
2022,SE,FT,Data Scientist,Data Scientist,176000,USD,176000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,144000,USD,144000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,200100,USD,200100,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,160000,USD,160000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,145000,USD,145000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,70500,USD,70500,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,205300,USD,205300,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,140400,USD,140400,United States,0,United States,M,
2022,SE,FT,Data Scientist,Analytics Engineer,205300,USD,205300,United States,0,United States,M,
2022,SE,FT,Data Scientist,Analytics Engineer,184700,USD,184700,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,175100,USD,175100,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,140250,USD,140250,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,116150,USD,116150,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,54000,USD,54000,United States,0,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,170000,USD,170000,United States,100,United States,M,
2022,MI,FT,Data Scientist,Data Analyst,50000,GBP,65438,United Kingdom,0,United Kingdom,M,
2022,SE,FT,Data Scientist,Data Analyst,80000,USD,80000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,140000,USD,140000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,210000,USD,210000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,140000,USD,140000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,100000,USD,100000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,69000,USD,69000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,210000,USD,210000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,140000,USD,140000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Scientist,210000,USD,210000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Analyst,150075,USD,150075,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,100000,USD,100000,United States,100,United States,M,
2022,SE,FT,Data Scientist,Data Engineer,25000,USD,25000,United States,100,United States,M,
